State	Up	Down	Left	Right
(3, 2, 3, 6)	0	0	0	0
(3, 2, 3, 7)	-56.30925063945128	-348.02680000000004	-75.67617022951747	-57.048065126675226
(3, 2, 3, 8)	-43.390440256260334	-101.2	-43.963785988089775	-43.3975659645739
(3, 2, 3, 9)	-35.247956397626695	-192.28	-36.15704898436407	-34.7372527904168
(3, 2, 3, 10)	-46.91813578355691	-274.252	-47.47840495372448	-47.46253032148771
(3, 2, 3, 11)	0	0	0	0
(3, 2, 3, 12)	0	0	0	0
(3, 2, 3, 13)	0	0	0	0
(3, 2, 4, 0)	0	0	0	0
(3, 2, 4, 1)	-685.5592580294265	-981.113772385828	-720.24040316428	-742.0863619055699
(3, 2, 4, 2)	-720.9740220898859	-1003.0738826443938	-733.5936939871335	-721.055071224561
(3, 2, 4, 3)	0	0	0	0
(3, 2, 4, 4)	-470.5041319903645	-860.1042290794369	-498.33454323966754	-468.86252091909574
(3, 2, 4, 5)	-379.54024452533315	-726.181309081228	-411.611543785761	-394.82999329756376
(3, 2, 4, 6)	-187.12419676962278	-694.42367675692	-186.1535805656372	-187.64320076379195
(3, 2, 4, 7)	-71.34468611103605	-192.28	-92.90583486570242	-70.71973341035573
(3, 2, 4, 8)	-81.50462308112155	-348.02680000000004	-90.27631959189105	-82.5533434374057
(3, 2, 4, 9)	-61.33925941255564	-348.02680000000004	-87.56338266261054	-60.99067363214334
(3, 2, 4, 10)	-72.2343295412501	-527.9635372	-73.86609045331491	-72.41687405265293
(3, 2, 4, 11)	0	0	0	0
(3, 2, 4, 12)	0	0	0	0
(3, 2, 4, 13)	0	0	0	0
(3, 2, 5, 0)	0	0	0	0
(3, 2, 5, 1)	0	0	0	0
(3, 2, 5, 2)	0	0	0	0
(3, 2, 5, 3)	0	0	0	0
(3, 2, 5, 4)	0	0	0	0
(3, 2, 5, 5)	0	0	0	0
(3, 2, 5, 6)	0	0	0	0
(3, 2, 5, 7)	0	0	0	0
(3, 2, 5, 8)	0	0	0	0
(3, 2, 5, 9)	0	0	0	0
(3, 2, 5, 10)	0	0	0	0
(3, 2, 5, 11)	0	0	0	0
(3, 2, 5, 12)	0	0	0	0
(3, 2, 5, 13)	0	0	0	0
(3, 3, 0, 0)	0	0	0	0
(3, 3, 0, 1)	0	0	0	0
(3, 3, 0, 2)	0	0	0	0
(3, 3, 0, 3)	0	0	0	0
(3, 3, 0, 4)	0	0	0	0
(3, 3, 0, 5)	0	0	0	0
(3, 3, 0, 6)	0	0	0	0
(3, 3, 0, 7)	0	0	0	0
(3, 3, 0, 8)	0	0	0	0
(3, 3, 0, 9)	0	0	0	0
(3, 3, 0, 10)	0	0	0	0
(3, 3, 0, 11)	0	0	0	0
(3, 3, 0, 12)	0	0	0	0
(3, 3, 0, 13)	0	0	0	0
(3, 3, 1, 0)	0	0	0	0
(3, 3, 1, 1)	0	0	0	0
(3, 3, 1, 2)	0	0	0	0
(3, 3, 1, 3)	0	0	0	0
(3, 3, 1, 4)	0	0	0	0
(3, 3, 1, 5)	0	0	0	0
(3, 3, 1, 6)	0	0	0	0
(3, 3, 1, 7)	0	0	0	0
(3, 3, 1, 8)	0	0	0	0
(3, 3, 1, 9)	0	0	0	0
(3, 3, 1, 10)	0	0	0	0
(3, 3, 1, 11)	0	0	0	0
(3, 3, 1, 12)	0	0	0	0
(3, 3, 1, 13)	0	0	0	0
(3, 3, 2, 0)	0	0	0	0
(3, 3, 2, 1)	0	0	0	0
(3, 3, 2, 2)	0	0	0	0
(3, 3, 2, 3)	0	0	0	0
(3, 3, 2, 4)	0	0	0	0
(3, 3, 2, 5)	0	0	0	0
(3, 3, 2, 6)	0	0	0	0
(3, 3, 2, 7)	0	0	0	0
(3, 3, 2, 8)	0	0	0	0
(3, 3, 2, 9)	0	0	0	0
(3, 3, 2, 10)	0	0	0	0
(3, 3, 2, 11)	0	0	0	0
(3, 3, 2, 12)	0	0	0	0
(3, 3, 2, 13)	0	0	0	0
(3, 3, 3, 0)	0	0	0	0
(3, 3, 3, 1)	0	0	0	0
(3, 3, 3, 2)	0	0	0	0
(3, 3, 3, 3)	0	0	0	0
(3, 3, 3, 4)	0	0	0	0
(3, 3, 3, 5)	0	0	0	0
(3, 3, 3, 6)	0	0	0	0
(3, 3, 3, 7)	0	0	0	0
(3, 3, 3, 8)	0	0	0	0
(3, 3, 3, 9)	0	0	0	0
(3, 3, 3, 10)	0	0	0	0
(3, 3, 3, 11)	0	0	0	0
(3, 3, 3, 12)	0	0	0	0
(3, 3, 3, 13)	0	0	0	0
(3, 3, 4, 0)	0	0	0	0
(3, 3, 4, 1)	0	0	0	0
(3, 3, 4, 2)	0	0	0	0
(3, 3, 4, 3)	0	0	0	0
(3, 3, 4, 4)	0	0	0	0
(3, 3, 4, 5)	0	0	0	0
(3, 3, 4, 6)	0	0	0	0
(3, 3, 4, 7)	0	0	0	0
(3, 3, 4, 8)	0	0	0	0
(3, 3, 4, 9)	0	0	0	0
(3, 3, 4, 10)	0	0	0	0
(3, 3, 4, 11)	0	0	0	0
(3, 3, 4, 12)	0	0	0	0
(3, 3, 4, 13)	0	0	0	0
(3, 3, 5, 0)	0	0	0	0
(3, 3, 5, 1)	0	0	0	0
(3, 3, 5, 2)	0	0	0	0
(3, 3, 5, 3)	0	0	0	0
(3, 3, 5, 4)	0	0	0	0
(3, 3, 5, 5)	0	0	0	0
(3, 3, 5, 6)	0	0	0	0
(3, 3, 5, 7)	0	0	0	0
(3, 3, 5, 8)	0	0	0	0
(3, 3, 5, 9)	0	0	0	0
(3, 3, 5, 10)	0	0	0	0
(3, 3, 5, 11)	0	0	0	0
(3, 3, 5, 12)	0	0	0	0
(3, 3, 5, 13)	0	0	0	0
(3, 4, 0, 0)	0	0	0	0
(3, 4, 0, 1)	0	0	0	0
(3, 4, 0, 2)	0	0	0	0
(3, 4, 0, 3)	0	0	0	0
(3, 4, 0, 4)	0	0	0	0
(3, 4, 0, 5)	0	0	0	0
(3, 4, 0, 6)	0	0	0	0
(3, 4, 0, 7)	0	0	0	0
(3, 4, 0, 8)	0	0	0	0
(3, 4, 0, 9)	0	0	0	0
(3, 4, 0, 10)	0	0	0	0
(3, 4, 0, 11)	0	0	0	0
(3, 4, 0, 12)	0	0	0	0
(3, 4, 0, 13)	0	0	0	0
(3, 4, 1, 0)	0	0	0	0
(3, 4, 1, 1)	-866.9034719970608	-594.3223944088925	-597.2207575404698	-594.3626620832456
(3, 4, 1, 2)	-964.7232109578147	-585.1291405945572	-585.3290719423787	-585.5503883348915
(3, 4, 1, 3)	-892.4781189359817	-593.8772713947632	-594.7487468301299	-591.7374890202674
(3, 4, 1, 4)	-981.113772385828	-480.98364272329826	-481.4312950703138	-477.55070017943075
(3, 4, 1, 5)	-956.9198672049114	-603.3639608731401	-280.9568393197438	-582.6982402598763
(3, 4, 1, 6)	0	0	0	0
(3, 4, 1, 7)	0	0	0	0
(3, 4, 1, 8)	-416.06216	-80.53234568141954	-78.11911251460106	-82.97038630295515
(3, 4, 1, 9)	-275.336	-105.06676934824718	-115.96499170398238	-105.74369494910533
(3, 4, 1, 10)	-101.60000000000001	-10.168501899534316	-11.142591819340584	-12.522417917931762
(3, 4, 1, 11)	-193.04000000000002	-2.8241816	-3.7940000000000005	-13.108300000000002
(3, 4, 1, 12)	-101.60000000000001	-1.5287	-1.4000000000000001	-1.6
(3, 4, 1, 13)	0	0	0	0
(3, 4, 2, 0)	0	0	0	0
(3, 4, 2, 1)	-917.7503221577084	-670.2719170608808	-647.6525457413749	-639.7514221448587
(3, 4, 2, 2)	-984.6023951472453	-585.3301379720914	-598.8182761168667	-582.0676208825193
(3, 4, 2, 3)	0	0	0	0
(3, 4, 2, 4)	-756.2548050074394	-531.4243470830528	-499.8994811717255	-525.8903344988388
(3, 4, 2, 5)	-975.3138289580377	-433.91469844533714	-464.9734812731506	-409.5762939217068
(3, 4, 2, 6)	0	0	0	0
(3, 4, 2, 7)	0	0	0	0
(3, 4, 2, 8)	-348.7146	-94.39235863495088	-86.72187892977313	-88.11493032038678
(3, 4, 2, 9)	-415.24314000000004	-81.65354696934644	-108.57010742981467	-81.47287039021954
(3, 4, 2, 10)	-101.4	-50.22382960030397	-49.92121586301546	-50.22978082897671
(3, 4, 2, 11)	-415.24314000000004	-77.77867561453577	-62.624661577119696	-64.06400297217569
(3, 4, 2, 12)	0	0	0	0
(3, 4, 2, 13)	0	0	0	0
(3, 4, 3, 0)	0	0	0	0
(3, 4, 3, 1)	-972.9305831923804	-580.4525022078942	-586.5119599495293	-572.8161376518402
(3, 4, 3, 2)	-903.0491450206464	-591.7044939005807	-622.2649040010895	-597.2114977808519
(3, 4, 3, 3)	0	0	0	0
(3, 4, 3, 4)	0	0	0	0
(3, 4, 3, 5)	-931.276359606205	-910.5381388794551	-396.28660785964195	-380.2697009777674
(3, 4, 3, 6)	0	0	0	0
(3, 4, 3, 7)	-414.42412	-80.27856558590223	-80.86628783894508	-113.34539384559618
(3, 4, 3, 8)	-348.02680000000004	-123.68529179760581	-111.21520953318968	-119.16736069536272
(3, 4, 3, 9)	-414.42412	-79.4037382653459	-68.89547362196082	-117.77811382595006
(3, 4, 3, 10)	-274.252	-93.16348830962048	-104.40818384053661	-111.69337082094783
(3, 4, 3, 11)	0	0	0	0
(3, 4, 3, 12)	0	0	0	0
(3, 4, 3, 13)	0	0	0	0
(3, 4, 4, 0)	0	0	0	0
(3, 4, 4, 1)	-915.9472763381452	-629.9010745043229	-621.3953563752509	-600.6401758687339
(3, 4, 4, 2)	-933.1168267200511	-662.8281710748355	-692.77551760571	-682.4942676374977
(3, 4, 4, 3)	0	0	0	0
(3, 4, 4, 4)	-1009.9793617516518	-520.5020079239916	-552.136669158953	-533.1222046945729
(3, 4, 4, 5)	-1011.9999999999995	-36.419160768439376	-104.10794883266087	132.9734849040371
(3, 4, 4, 6)	-875.2938061714932	-157.31915061198418	-247.24501019824834	36.16406030005465
(3, 4, 4, 7)	-619.930465132	-121.77286673696602	-177.7677535376172	-152.69052738350572
(3, 4, 4, 8)	-527.9635372	-113.26953970878604	-109.7349192781096	-112.54043696544832
(3, 4, 4, 9)	-474.181708	-130.30064106683201	-123.32858608199513	-156.7993489960909
(3, 4, 4, 10)	-474.181708	-116.75810493984764	-112.88613179929433	-113.6197088031506
(3, 4, 4, 11)	0	0	0	0
(3, 4, 4, 12)	0	0	0	0
(3, 4, 4, 13)	0	0	0	0
(3, 4, 5, 0)	0	0	0	0
(3, 4, 5, 1)	0	0	0	0
(3, 4, 5, 2)	0	0	0	0
(3, 4, 5, 3)	0	0	0	0
(3, 4, 5, 4)	0	0	0	0
(3, 4, 5, 5)	0	0	0	0
(3, 4, 5, 6)	0	0	0	0
(3, 4, 5, 7)	0	0	0	0
(3, 4, 5, 8)	0	0	0	0
(3, 4, 5, 9)	0	0	0	0
(3, 4, 5, 10)	0	0	0	0
(3, 4, 5, 11)	0	0	0	0
(3, 4, 5, 12)	0	0	0	0
(3, 4, 5, 13)	0	0	0	0
(3, 5, 0, 0)	0	0	0	0
(3, 5, 0, 1)	0	0	0	0
(3, 5, 0, 2)	0	0	0	0
(3, 5, 0, 3)	0	0	0	0
(3, 5, 0, 4)	0	0	0	0
(3, 5, 0, 5)	0	0	0	0
(3, 5, 0, 6)	0	0	0	0
(3, 5, 0, 7)	0	0	0	0
(3, 5, 0, 8)	0	0	0	0
(3, 5, 0, 9)	0	0	0	0
(3, 5, 0, 10)	0	0	0	0
(3, 5, 0, 11)	0	0	0	0
(3, 5, 0, 12)	0	0	0	0
(3, 5, 0, 13)	0	0	0	0
(3, 5, 1, 0)	0	0	0	0
(3, 5, 1, 1)	-595.3220498806754	-898.6270823538475	-596.4069804393204	-595.428085635534
(3, 5, 1, 2)	-606.7174162262684	-967.5662066679065	-648.4974520246237	-574.4404733841283
(3, 5, 1, 3)	-619.0148847944156	-953.1615755487802	-591.6820237284762	-589.7665327377242
(3, 5, 1, 4)	-520.2218525308851	-879.6183803126567	-509.7977514228363	-509.17851614408
(3, 5, 1, 5)	-541.938761523095	-976.27567691559	-519.6004997369118	-540.1325343634193
(3, 5, 1, 6)	0	0	0	0
(3, 5, 1, 7)	0	0	0	0
(3, 5, 1, 8)	-100.98350769524014	-528.4852403000001	-93.07344599984285	-94.32841305885306
(3, 5, 1, 9)	-104.95438253423474	-192.47000000000003	-104.43314702326556	-104.71418051981883
(3, 5, 1, 10)	-14.148830477819784	-101.30000000000001	-13.02805174160392	-13.378698631269181
(3, 5, 1, 11)	-4.34814	-101.30000000000001	-2.4699999999999998	-1.6584
(3, 5, 1, 12)	-1.5	-101.30000000000001	-2.4699999999999998	-1.9455976884628499
(3, 5, 1, 13)	0	0	0	0
(3, 5, 2, 0)	0	0	0	0
(3, 5, 2, 1)	-625.5576507000848	-1000.2986536581554	-626.233557175738	-624.8602674410524
(3, 5, 2, 2)	-585.8989959210104	-953.1615755487802	-585.0031326274458	-585.7679382918288
(3, 5, 2, 3)	0	0	0	0
(3, 5, 2, 4)	-514.8553316910621	-942.1333542492769	-531.5892081794057	-492.7311199116147
(3, 5, 2, 5)	-399.8981781544869	-726.8988795447469	-441.4640441534607	-400.1107106076043
(3, 5, 2, 6)	0	0	0	0
(3, 5, 2, 7)	0	0	0	0
(3, 5, 2, 8)	-88.3244703613259	-273.98100000000005	-88.20057056909928	-88.870444018236
(3, 5, 2, 9)	-79.78454031320544	-414.01461000000006	-80.11475609700241	-82.53492964893833
(3, 5, 2, 10)	-48.482159928157884	-347.6829000000001	-42.1220901104858	-48.673300679815654
(3, 5, 2, 11)	-57.610131416823485	-347.6829000000001	-57.23983798346045	-59.10099315378518
(3, 5, 2, 12)	0	0	0	0
(3, 5, 2, 13)	0	0	0	0
(3, 5, 3, 0)	0	0	0	0
(3, 5, 3, 1)	-580.3931124549893	-953.1615755487802	-582.4189927526214	-580.5989912477816
(3, 5, 3, 2)	-617.3223666281688	-1000.297602276179	-595.1526332151939	-592.6076976650022
(3, 5, 3, 3)	0	0	0	0
(3, 5, 3, 4)	-959.9848847743284	-932.1965931631282	-486.3590798921734	-463.49151832072675
(3, 5, 3, 5)	0	0	0	0
(3, 5, 3, 6)	0	0	0	0
(3, 5, 3, 7)	-121.20160924538033	-472.77603100000005	-105.15932021922083	-97.98746251734065
(3, 5, 3, 8)	-97.43086310037317	-618.092726599	-84.99106590231494	-86.87912445999311
(3, 5, 3, 9)	-115.12759208376184	-472.77603100000005	-65.74184905866771	-95.2490564961426
(3, 5, 3, 10)	-83.6369479935648	-413.19559000000004	-84.30101775075167	-82.36377511861325
(3, 5, 3, 11)	0	0	0	0
(3, 5, 3, 12)	0	0	0	0
(3, 5, 3, 13)	0	0	0	0
(3, 5, 4, 0)	0	0	0	0
(3, 5, 4, 1)	-595.9104533577076	-987.5096856840973	-596.2690367687788	-596.3453967385971
(3, 5, 4, 2)	-655.7516880725216	-1006.0415568534011	-655.2593392616221	-655.3304532368427
(3, 5, 4, 3)	0	0	0	0
(3, 5, 4, 4)	-517.3055183096216	-1000.8718421200647	-495.21122373116	-470.5239161328543
(3, 5, 4, 5)	84.57302152103726	-1010.9999999999995	-70.2343335828337	-74.57387723151434
(3, 5, 4, 6)	88.27442443487132	-1008.5852017984439	29.231002944362217	149.78949764310755
(3, 5, 4, 7)	-192.48423347914422	-618.092726599	-167.42228584207578	112.64355137532442
(3, 5, 4, 8)	-126.48615224705961	-724.028597690671	-136.25803344775775	-130.0922430547965
(3, 5, 4, 9)	-118.33688588422488	-472.77603100000005	-110.21407497827018	-119.26717085578917
(3, 5, 4, 10)	-144.75763175379987	-526.3984279	-160.85206282957884	-153.37976590914866
(3, 5, 4, 11)	0	0	0	0
(3, 5, 4, 12)	0	0	0	0
(3, 5, 4, 13)	0	0	0	0
(3, 5, 5, 0)	0	0	0	0
(3, 5, 5, 1)	0	0	0	0
(3, 5, 5, 2)	0	0	0	0
(3, 5, 5, 3)	0	0	0	0
(3, 5, 5, 4)	0	0	0	0
(3, 5, 5, 5)	0	0	0	0
(3, 5, 5, 6)	0	0	0	0
(3, 5, 5, 7)	0	0	0	0
(3, 5, 5, 8)	0	0	0	0
(3, 5, 5, 9)	0	0	0	0
(3, 5, 5, 10)	0	0	0	0
(3, 5, 5, 11)	0	0	0	0
(3, 5, 5, 12)	0	0	0	0
(3, 5, 5, 13)	0	0	0	0
(3, 6, 0, 0)	0	0	0	0
(3, 6, 0, 1)	0	0	0	0
(3, 6, 0, 2)	0	0	0	0
(3, 6, 0, 3)	0	0	0	0
(3, 6, 0, 4)	0	0	0	0
(3, 6, 0, 5)	0	0	0	0
(3, 6, 0, 6)	0	0	0	0
(3, 6, 0, 7)	0	0	0	0
(3, 6, 0, 8)	0	0	0	0
(3, 6, 0, 9)	0	0	0	0
(3, 6, 0, 10)	0	0	0	0
(3, 6, 0, 11)	0	0	0	0
(3, 6, 0, 12)	0	0	0	0
(3, 6, 0, 13)	0	0	0	0
(3, 6, 1, 0)	0	0	0	0
(3, 6, 1, 1)	0	0	0	0
(3, 6, 1, 2)	0	0	0	0
(3, 6, 1, 3)	0	0	0	0
(3, 6, 1, 4)	0	0	0	0
(3, 6, 1, 5)	0	0	0	0
(3, 6, 1, 6)	0	0	0	0
(3, 6, 1, 7)	0	0	0	0
(3, 6, 1, 8)	0	0	0	0
(3, 6, 1, 9)	0	0	0	0
(3, 6, 1, 10)	0	0	0	0
(3, 6, 1, 11)	0	0	0	0
(3, 6, 1, 12)	0	0	0	0
(3, 6, 1, 13)	0	0	0	0
(3, 6, 2, 0)	0	0	0	0
(3, 6, 2, 1)	0	0	0	0
(3, 6, 2, 2)	0	0	0	0
(3, 6, 2, 3)	0	0	0	0
(3, 6, 2, 4)	0	0	0	0
(3, 6, 2, 5)	0	0	0	0
(3, 6, 2, 6)	0	0	0	0
(3, 6, 2, 7)	0	0	0	0
(3, 6, 2, 8)	0	0	0	0
(3, 6, 2, 9)	0	0	0	0
(3, 6, 2, 10)	0	0	0	0
(3, 6, 2, 11)	0	0	0	0
(3, 6, 2, 12)	0	0	0	0
(3, 6, 2, 13)	0	0	0	0
(3, 6, 3, 0)	0	0	0	0
(3, 6, 3, 1)	0	0	0	0
(3, 6, 3, 2)	0	0	0	0
(3, 6, 3, 3)	0	0	0	0
(3, 6, 3, 4)	0	0	0	0
(3, 6, 3, 5)	0	0	0	0
(3, 6, 3, 6)	0	0	0	0
(3, 6, 3, 7)	0	0	0	0
(3, 6, 3, 8)	0	0	0	0
(3, 6, 3, 9)	0	0	0	0
(3, 6, 3, 10)	0	0	0	0
(3, 6, 3, 11)	0	0	0	0
(3, 6, 3, 12)	0	0	0	0
(3, 6, 3, 13)	0	0	0	0
(3, 6, 4, 0)	0	0	0	0
(3, 6, 4, 1)	0	0	0	0
(3, 6, 4, 2)	0	0	0	0
(3, 6, 4, 3)	0	0	0	0
(3, 6, 4, 4)	0	0	0	0
(3, 6, 4, 5)	0	0	0	0
(3, 6, 4, 6)	0	0	0	0
(3, 6, 4, 7)	0	0	0	0
(3, 6, 4, 8)	0	0	0	0
(3, 6, 4, 9)	0	0	0	0
(3, 6, 4, 10)	0	0	0	0
(3, 6, 4, 11)	0	0	0	0
(3, 6, 4, 12)	0	0	0	0
(3, 6, 4, 13)	0	0	0	0
(3, 6, 5, 0)	0	0	0	0
(3, 6, 5, 1)	0	0	0	0
(3, 6, 5, 2)	0	0	0	0
(3, 6, 5, 3)	0	0	0	0
(3, 6, 5, 4)	0	0	0	0
(3, 6, 5, 5)	0	0	0	0
(3, 6, 5, 6)	0	0	0	0
(3, 6, 5, 7)	0	0	0	0
(3, 6, 5, 8)	0	0	0	0
(3, 6, 5, 9)	0	0	0	0
(3, 6, 5, 10)	0	0	0	0
(3, 6, 5, 11)	0	0	0	0
(3, 6, 5, 12)	0	0	0	0
(3, 6, 5, 13)	0	0	0	0
(3, 7, 0, 0)	0	0	0	0
(3, 7, 0, 1)	0	0	0	0
(3, 7, 0, 2)	0	0	0	0
(3, 7, 0, 3)	0	0	0	0
(3, 7, 0, 4)	0	0	0	0
(3, 7, 0, 5)	0	0	0	0
(3, 7, 0, 6)	0	0	0	0
(3, 7, 0, 7)	0	0	0	0
(3, 7, 0, 8)	0	0	0	0
(3, 7, 0, 9)	0	0	0	0
(3, 7, 0, 10)	0	0	0	0
(3, 7, 0, 11)	0	0	0	0
(3, 7, 0, 12)	0	0	0	0
(3, 7, 0, 13)	0	0	0	0
(3, 7, 1, 0)	0	0	0	0
(3, 7, 1, 1)	-734.0745841799369	-517.9584889668048	-701.9717601999299	-522.1980977423884
(3, 7, 1, 2)	-761.4754989276092	-535.1376169250228	-761.4754989276092	-535.7017583774432
(3, 7, 1, 3)	-731.2043023258609	-558.9346464025117	-809.1969363955526	-558.2380598745824
(3, 7, 1, 4)	-697.8546237764701	-483.77526416864015	-828.5478467937678	-484.3531463422561
(3, 7, 1, 5)	-696.48224496865	-503.5484246019868	-782.8005565821458	-503.59502698858597
(3, 7, 1, 6)	0	0	0	0
(3, 7, 1, 7)	0	0	0	0
(3, 7, 1, 8)	-414.8336300000001	-141.09521856758647	-347.6829000000001	-141.05399604883462
(3, 7, 1, 9)	-804.4322831881206	349.6365101025707	-575.7976506900001	-92.62778762294678
(3, 7, 1, 10)	-101.30000000000001	372.58876071741935	-273.98100000000005	-26.36671542032183
(3, 7, 1, 11)	-101.30000000000001	-13.179059328799774	-192.09000000000003	-17.011163609511627
(3, 7, 1, 12)	-101.30000000000001	-12.523845431841595	-101.10000000000001	-13.217077576929777
(3, 7, 1, 13)	-101.30000000000001	0	-101.10000000000001	0
(3, 7, 2, 0)	0	0	0	0
(3, 7, 2, 1)	-761.4754989276092	-583.3241029777379	-787.4279490348483	-581.8837746694966
(3, 7, 2, 2)	-759.9838720932748	-553.6281132909576	-809.1969363955526	-552.5789080026649
(3, 7, 2, 3)	0	0	0	0
(3, 7, 2, 4)	-757.0006184246064	-460.7241415977741	-782.8005565821458	-459.543792354175
(3, 7, 2, 5)	-781.258092431245	-370.2483831212549	-695.1098661608299	-373.93463414175017
(3, 7, 2, 6)	0	0	0	0
(3, 7, 2, 7)	0	0	0	0
(3, 7, 2, 8)	-414.01461000000006	-129.319511109853	-618.092726599	-127.35580665059429
(3, 7, 2, 9)	-930.3561260492819	325.2930560864893	-822.0302629448493	60.79720618841952
(3, 7, 2, 10)	-414.01461000000006	190.7398976476327	-346.99510000000004	-60.129759804461216
(3, 7, 2, 11)	-273.98100000000005	-90.11923665922824	-472.77603100000005	-87.59396607430516
(3, 7, 2, 12)	0	0	0	0
(3, 7, 2, 13)	0	0	0	0
(3, 7, 3, 0)	0	0	0	0
(3, 7, 3, 1)	-830.1772427559973	-552.2306659609536	-867.7533773617639	-554.303897087363
(3, 7, 3, 2)	-807.6087186597421	-538.2907452195047	-785.8854848839474	-541.090918480089
(3, 7, 3, 3)	0	0	0	0
(3, 7, 3, 4)	-755.5089915902722	-434.9698362214625	-782.8005565821458	-433.79255837358437
(3, 7, 3, 5)	-802.8440654523099	-319.1349717127086	-781.258092431245	-318.6644433282506
(3, 7, 3, 6)	0	0	0	0
(3, 7, 3, 7)	0	0	0	0
(3, 7, 3, 8)	-574.65858511	-110.98075606385964	-472.77603100000005	-110.28798587877037
(3, 7, 3, 9)	-191.71	-123.76768959483795	-472.77603100000005	96.99209256020995
(3, 7, 3, 10)	-346.99510000000004	-103.4481882578895	-346.99510000000004	-102.03122825984723
(3, 7, 3, 11)	0	0	0	0
(3, 7, 3, 12)	0	0	0	0
(3, 7, 3, 13)	0	0	0	0
(3, 7, 4, 0)	0	0	0	0
(3, 7, 4, 1)	-849.0595184803976	-575.062978715266	-831.8066387182271	-574.7831497985414
(3, 7, 4, 2)	-828.5478467937678	-633.6287302941818	-809.1969363955526	-633.6600965263708
(3, 7, 4, 3)	0	0	0	0
(3, 7, 4, 4)	-695.1098661608299	-437.81641017459106	-782.8005565821458	-439.10471123345883
(3, 7, 4, 5)	-414.01461000000006	-249.80750612010192	-576.93671627	-248.78787374382512
(3, 7, 4, 6)	-692.36510854519	-235.0110691768355	-725.4637386177092	-235.51265801413152
(3, 7, 4, 7)	-413.19559000000004	-167.26699145107247	-472.77603100000005	-185.08819043968327
(3, 7, 4, 8)	-986.2688448591563	-39.10776632858713	-998.1277589627153	230.86509846512877
(3, 7, 4, 9)	-618.092726599	-55.63269358799552	-657.1834539391	269.0978940409411
(3, 7, 4, 10)	-526.3984279	-133.52198742436457	-574.65858511	-169.8671978069895
(3, 7, 4, 11)	0	0	0	0
(3, 7, 4, 12)	0	0	0	0
(3, 7, 4, 13)	0	0	0	0
(3, 7, 5, 0)	0	0	0	0
(3, 7, 5, 1)	0	0	0	0
(3, 7, 5, 2)	0	0	0	0
(3, 7, 5, 3)	0	0	0	0
(3, 7, 5, 4)	0	0	0	0
(3, 7, 5, 5)	0	0	0	0
(3, 7, 5, 6)	0	0	0	0
(3, 7, 5, 7)	0	0	0	0
(3, 7, 5, 8)	0	0	0	0
(3, 7, 5, 9)	0	0	0	0
(3, 7, 5, 10)	0	0	0	0
(3, 7, 5, 11)	0	0	0	0
(3, 7, 5, 12)	0	0	0	0
(3, 7, 5, 13)	0	0	0	0
(3, 8, 0, 0)	0	0	0	0
(3, 8, 0, 1)	0	0	0	0
(3, 8, 0, 2)	0	0	0	0
(3, 8, 0, 3)	0	0	0	0
(3, 8, 0, 4)	0	0	0	0
(3, 8, 0, 5)	0	0	0	0
(3, 8, 0, 6)	0	0	0	0
(3, 8, 0, 7)	0	0	0	0
(3, 8, 0, 8)	0	0	0	0
(3, 8, 0, 9)	0	0	0	0
(3, 8, 0, 10)	0	0	0	0
(3, 8, 0, 11)	0	0	0	0
(3, 8, 0, 12)	0	0	0	0
(3, 8, 0, 13)	0	0	0	0
(3, 8, 1, 0)	0	0	0	0
(3, 8, 1, 1)	-535.3104704422632	-535.9435575249961	-535.4366560368351	-537.4678971602718
(3, 8, 1, 2)	-531.8350061760726	-530.3468012401204	-524.8253131501601	-530.0384918497952
(3, 8, 1, 3)	-569.5373773565425	-557.3646055630506	-559.2582647328283	-558.3240352761007
(3, 8, 1, 4)	-480.15477537192146	-477.1674772939845	-474.69630623046174	-478.5514809920034
(3, 8, 1, 5)	-527.455784706018	-513.2271621987963	-524.1368962510458	-513.879710860999
(3, 8, 1, 6)	0	0	0	0
(3, 8, 1, 7)	0	0	0	0
(3, 8, 1, 8)	-144.83008264886024	-144.75561556939923	-144.6930228288168	-144.3478484327414
(3, 8, 1, 9)	239.64867458675815	234.91960888870162	629.9167329034367	219.12784871915414
(3, 8, 1, 10)	159.80650004543585	528.1429477746416	269.38296673714717	41.201740333500595
(3, 8, 1, 11)	-26.40659054543819	-23.67520962445303	-24.015675295227908	-23.291756682658935
(3, 8, 1, 12)	-15.178757929229022	-15.704256304776855	-14.502227125245767	-15.453671701128536
(3, 8, 1, 13)	-2.2800000000000002	-1.1089	-1.0	0
(3, 8, 2, 0)	0	0	0	0
(3, 8, 2, 1)	-589.295809982207	-590.2788977497295	-592.6931521600947	-589.9400075491841
(3, 8, 2, 2)	-549.1397710462827	-548.8572886403211	-556.7692796960573	-548.3339768350875
(3, 8, 2, 3)	0	0	0	0
(3, 8, 2, 4)	-487.74331464973136	-459.643321271878	-462.7394897384201	-460.0774925975369
(3, 8, 2, 5)	-374.8090534366528	-375.66443119369177	-404.3406272993677	-375.4085083645265
(3, 8, 2, 6)	0	0	0	0
(3, 8, 2, 7)	0	0	0	0
(3, 8, 2, 8)	-162.07887960462827	-144.50313285289263	-144.85962286184113	-144.00893661266556
(3, 8, 2, 9)	89.11518508407633	233.40703430745398	227.66013501497656	222.93616573229534
(3, 8, 2, 10)	49.480902035209226	403.92677519423603	318.6495415343778	83.89147550092649
