State	Up	Down	Left	Right
(0, 5, 1, 8)	-53.90429871762684	-348.02680000000004	-54.39780809382024	-55.10671796542071
(0, 5, 1, 9)	-59.57560957353462	-348.02680000000004	-58.58400166402667	-59.45333295738503
(0, 5, 1, 10)	-6.620896898600001	-101.2	-14.282158775231201	-6.48244284312
(0, 5, 1, 11)	0	0	0	-1.2000000000000002
(0, 5, 1, 12)	0	-101.2	0	-1.2000000000000002
(0, 5, 1, 13)	0	0	0	0
(0, 5, 2, 0)	0	0	0	0
(0, 5, 2, 1)	-690.2546015589171	-978.676236242729	-689.704468241208	-705.9965567290034
(0, 5, 2, 2)	-574.5918903362885	-960.6872682568991	-569.9307257813156	-573.7736731723593
(0, 5, 2, 3)	0	0	0	0
(0, 5, 2, 4)	-618.5803746132809	-984.6023951472453	-617.7751178183993	-580.1464246195617
(0, 5, 2, 5)	-222.27541698374372	-1013.7784668564642	-155.95748525188586	-79.1172165579019
(0, 5, 2, 6)	0	0	0	0
(0, 5, 2, 7)	0	0	0	0
(0, 5, 2, 8)	-57.19952489263682	-348.02680000000004	-71.49013942871294	-58.94848839475652
(0, 5, 2, 9)	-77.4460806738011	-274.252	-77.26944575263933	-94.75477381947182
(0, 5, 2, 10)	-24.072518886292343	-192.28	-23.20215683311431	-23.403077377460377
(0, 5, 2, 11)	-48.241901903959906	-274.252	-48.50124633090322	-47.23721323143843
(0, 5, 2, 12)	0	0	0	0
(0, 5, 2, 13)	0	0	0	0
(0, 5, 3, 0)	0	0	0	0
(0, 5, 3, 1)	-645.4976092414021	-868.603282726467	-658.3964664352924	-641.5432941175259
(0, 5, 3, 2)	-657.7520058691554	-929.5980311795445	-663.3414575739856	-656.5792819640237
(0, 5, 3, 3)	0	0	0	0
(0, 5, 3, 4)	-583.3889154968804	-950.3554080054571	-582.3925980549163	-605.5520981291262
(0, 5, 3, 5)	-463.14229236498437	-914.1442305185817	-425.2806799745949	-141.6012965725491
(0, 5, 3, 6)	0	0	0	0
(0, 5, 3, 7)	-65.8993630301464	-348.02680000000004	-67.36184380590326	-68.12998680182925
(0, 5, 3, 8)	-64.30207259351744	-474.181708	-63.368422029016365	-65.01938559286103
(0, 5, 3, 9)	-55.84382507500118	-192.28	-56.00723574990597	-56.95809784071979
(0, 5, 3, 10)	-75.56651292308676	-101.2	-74.78621822251158	-74.94309573039786
(0, 5, 3, 11)	0	0	0	0
(0, 5, 3, 12)	0	0	0	0
(0, 5, 3, 13)	0	0	0	0
(0, 5, 4, 0)	0	0	0	0
(0, 5, 4, 1)	-661.7362732558296	-940.4786951754363	-658.655587272603	-650.9504392252518
(0, 5, 4, 2)	-697.6832408074828	-976.7610185592795	-712.7567568277108	-696.1630750900022
(0, 5, 4, 3)	0	0	0	0
(0, 5, 4, 4)	-486.80179026707054	-993.1111460623417	-508.66450995204116	-484.8244049063811
(0, 5, 4, 5)	-406.7291011700099	-844.8933775653809	-439.1811157001687	-369.56018722849797
(0, 5, 4, 6)	-230.2762450399351	-843.2269211993743	-259.0513839440581	-235.03061548346562
(0, 5, 4, 7)	-98.00525571915816	-348.02680000000004	-97.67394474911627	-97.96262730483853
(0, 5, 4, 8)	-73.26749869478638	-414.42412	-95.82757944708031	-72.04547089787965
(0, 5, 4, 9)	-76.77700435876278	-474.181708	-74.83074845779616	-74.67594426482754
(0, 5, 4, 10)	-94.19091466332854	-474.181708	-94.2146806668238	-95.47406540380705
(0, 5, 4, 11)	0	0	0	0
(0, 5, 4, 12)	0	0	0	0
(0, 5, 4, 13)	0	0	0	0
(0, 5, 5, 0)	0	0	0	0
(0, 5, 5, 1)	0	0	0	0
(0, 5, 5, 2)	0	0	0	0
(0, 5, 5, 3)	0	0	0	0
(0, 5, 5, 4)	0	0	0	0
(0, 5, 5, 5)	0	0	0	0
(0, 5, 5, 6)	0	0	0	0
(0, 5, 5, 7)	0	0	0	0
(0, 5, 5, 8)	0	0	0	0
(0, 5, 5, 9)	0	0	0	0
(0, 5, 5, 10)	0	0	0	0
(0, 5, 5, 11)	0	0	0	0
(0, 5, 5, 12)	0	0	0	0
(0, 5, 5, 13)	0	0	0	0
(0, 6, 0, 0)	0	0	0	0
(0, 6, 0, 1)	0	0	0	0
(0, 6, 0, 2)	0	0	0	0
(0, 6, 0, 3)	0	0	0	0
(0, 6, 0, 4)	0	0	0	0
(0, 6, 0, 5)	0	0	0	0
(0, 6, 0, 6)	0	0	0	0
(0, 6, 0, 7)	0	0	0	0
(0, 6, 0, 8)	0	0	0	0
(0, 6, 0, 9)	0	0	0	0
(0, 6, 0, 10)	0	0	0	0
(0, 6, 0, 11)	0	0	0	0
(0, 6, 0, 12)	0	0	0	0
(0, 6, 0, 13)	0	0	0	0
(0, 6, 1, 0)	0	0	0	0
(0, 6, 1, 1)	0	0	0	0
(0, 6, 1, 2)	0	0	0	0
(0, 6, 1, 3)	0	0	0	0
(0, 6, 1, 4)	0	0	0	0
(0, 6, 1, 5)	0	0	0	0
(0, 6, 1, 6)	0	0	0	0
(0, 6, 1, 7)	0	0	0	0
(0, 6, 1, 8)	0	0	0	0
(0, 6, 1, 9)	0	0	0	0
(0, 6, 1, 10)	0	0	0	0
(0, 6, 1, 11)	0	0	0	0
(0, 6, 1, 12)	0	0	0	0
(0, 6, 1, 13)	0	0	0	0
(0, 6, 2, 0)	0	0	0	0
(0, 6, 2, 1)	0	0	0	0
(0, 6, 2, 2)	0	0	0	0
(0, 6, 2, 3)	0	0	0	0
(0, 6, 2, 4)	0	0	0	0
(0, 6, 2, 5)	0	0	0	0
(0, 6, 2, 6)	0	0	0	0
(0, 6, 2, 7)	0	0	0	0
(0, 6, 2, 8)	0	0	0	0
(0, 6, 2, 9)	0	0	0	0
(0, 6, 2, 10)	0	0	0	0
(0, 6, 2, 11)	0	0	0	0
(0, 6, 2, 12)	0	0	0	0
(0, 6, 2, 13)	0	0	0	0
(0, 6, 3, 0)	0	0	0	0
(0, 6, 3, 1)	0	0	0	0
(0, 6, 3, 2)	0	0	0	0
(0, 6, 3, 3)	0	0	0	0
(0, 6, 3, 4)	0	0	0	0
(0, 6, 3, 5)	0	0	0	0
(0, 6, 3, 6)	0	0	0	0
(0, 6, 3, 7)	0	0	0	0
(0, 6, 3, 8)	0	0	0	0
(0, 6, 3, 9)	0	0	0	0
(0, 6, 3, 10)	0	0	0	0
(0, 6, 3, 11)	0	0	0	0
(0, 6, 3, 12)	0	0	0	0
(0, 6, 3, 13)	0	0	0	0
(0, 6, 4, 0)	0	0	0	0
(0, 6, 4, 1)	0	0	0	0
(0, 6, 4, 2)	0	0	0	0
(0, 6, 4, 3)	0	0	0	0
(0, 6, 4, 4)	0	0	0	0
(0, 6, 4, 5)	0	0	0	0
(0, 6, 4, 6)	0	0	0	0
(0, 6, 4, 7)	0	0	0	0
(0, 6, 4, 8)	0	0	0	0
(0, 6, 4, 9)	0	0	0	0
(0, 6, 4, 10)	0	0	0	0
(0, 6, 4, 11)	0	0	0	0
(0, 6, 4, 12)	0	0	0	0
(0, 6, 4, 13)	0	0	0	0
(0, 6, 5, 0)	0	0	0	0
(0, 6, 5, 1)	0	0	0	0
(0, 6, 5, 2)	0	0	0	0
(0, 6, 5, 3)	0	0	0	0
(0, 6, 5, 4)	0	0	0	0
(0, 6, 5, 5)	0	0	0	0
(0, 6, 5, 6)	0	0	0	0
(0, 6, 5, 7)	0	0	0	0
(0, 6, 5, 8)	0	0	0	0
(0, 6, 5, 9)	0	0	0	0
(0, 6, 5, 10)	0	0	0	0
(0, 6, 5, 11)	0	0	0	0
(0, 6, 5, 12)	0	0	0	0
(0, 6, 5, 13)	0	0	0	0
(0, 7, 0, 0)	0	0	0	0
(0, 7, 0, 1)	0	0	0	0
(0, 7, 0, 2)	0	0	0	0
(0, 7, 0, 3)	0	0	0	0
(0, 7, 0, 4)	0	0	0	0
(0, 7, 0, 5)	0	0	0	0
(0, 7, 0, 6)	0	0	0	0
(0, 7, 0, 7)	0	0	0	0
(0, 7, 0, 8)	0	0	0	0
(0, 7, 0, 9)	0	0	0	0
(0, 7, 0, 10)	0	0	0	0
(0, 7, 0, 11)	0	0	0	0
(0, 7, 0, 12)	0	0	0	0
(0, 7, 0, 13)	0	0	0	0
(0, 7, 1, 0)	0	0	0	0
(0, 7, 1, 1)	0	0	0	0
(0, 7, 1, 2)	0	0	0	0
(0, 7, 1, 3)	0	0	0	0
(0, 7, 1, 4)	0	0	0	0
(0, 7, 1, 5)	0	0	0	0
(0, 7, 1, 6)	0	0	0	0
(0, 7, 1, 7)	0	0	0	0
(0, 7, 1, 8)	0	0	0	0
(0, 7, 1, 9)	0	0	0	0
(0, 7, 1, 10)	0	0	0	0
(0, 7, 1, 11)	0	0	0	0
(0, 7, 1, 12)	0	0	0	0
(0, 7, 1, 13)	0	0	0	0
(0, 7, 2, 0)	0	0	0	0
(0, 7, 2, 1)	0	0	0	0
(0, 7, 2, 2)	0	0	0	0
(0, 7, 2, 3)	0	0	0	0
(0, 7, 2, 4)	0	0	0	0
(0, 7, 2, 5)	0	0	0	0
(0, 7, 2, 6)	0	0	0	0
(0, 7, 2, 7)	0	0	0	0
(0, 7, 2, 8)	0	0	0	0
(0, 7, 2, 9)	0	0	0	0
(0, 7, 2, 10)	0	0	0	0
(0, 7, 2, 11)	0	0	0	0
(0, 7, 2, 12)	0	0	0	0
(0, 7, 2, 13)	0	0	0	0
(0, 7, 3, 0)	0	0	0	0
(0, 7, 3, 1)	0	0	0	0
(0, 7, 3, 2)	0	0	0	0
(0, 7, 3, 3)	0	0	0	0
(0, 7, 3, 4)	0	0	0	0
(0, 7, 3, 5)	0	0	0	0
(0, 7, 3, 6)	0	0	0	0
(0, 7, 3, 7)	0	0	0	0
(0, 7, 3, 8)	0	0	0	0
(0, 7, 3, 9)	0	0	0	0
(0, 7, 3, 10)	0	0	0	0
(0, 7, 3, 11)	0	0	0	0
(0, 7, 3, 12)	0	0	0	0
(0, 7, 3, 13)	0	0	0	0
(0, 7, 4, 0)	0	0	0	0
(0, 7, 4, 1)	0	0	0	0
(0, 7, 4, 2)	0	0	0	0
(0, 7, 4, 3)	0	0	0	0
(0, 7, 4, 4)	0	0	0	0
(0, 7, 4, 5)	0	0	0	0
(0, 7, 4, 6)	0	0	0	0
(0, 7, 4, 7)	0	0	0	0
(0, 7, 4, 8)	0	0	0	0
(0, 7, 4, 9)	0	0	0	0
(0, 7, 4, 10)	0	0	0	0
(0, 7, 4, 11)	0	0	0	0
(0, 7, 4, 12)	0	0	0	0
(0, 7, 4, 13)	0	0	0	0
(0, 7, 5, 0)	0	0	0	0
(0, 7, 5, 1)	0	0	0	0
(0, 7, 5, 2)	0	0	0	0
(0, 7, 5, 3)	0	0	0	0
(0, 7, 5, 4)	0	0	0	0
(0, 7, 5, 5)	0	0	0	0
(0, 7, 5, 6)	0	0	0	0
(0, 7, 5, 7)	0	0	0	0
(0, 7, 5, 8)	0	0	0	0
(0, 7, 5, 9)	0	0	0	0
(0, 7, 5, 10)	0	0	0	0
(0, 7, 5, 11)	0	0	0	0
(0, 7, 5, 12)	0	0	0	0
(0, 7, 5, 13)	0	0	0	0
(0, 8, 0, 0)	0	0	0	0
(0, 8, 0, 1)	0	0	0	0
(0, 8, 0, 2)	0	0	0	0
(0, 8, 0, 3)	0	0	0	0
(0, 8, 0, 4)	0	0	0	0
(0, 8, 0, 5)	0	0	0	0
(0, 8, 0, 6)	0	0	0	0
(0, 8, 0, 7)	0	0	0	0
(0, 8, 0, 8)	0	0	0	0
(0, 8, 0, 9)	0	0	0	0
(0, 8, 0, 10)	0	0	0	0
(0, 8, 0, 11)	0	0	0	0
(0, 8, 0, 12)	0	0	0	0
(0, 8, 0, 13)	0	0	0	0
(0, 8, 1, 0)	0	0	0	0
(0, 8, 1, 1)	-922.2579367066164	-524.5363635527544	-525.7020440269154	-525.9156312406744
(0, 8, 1, 2)	-867.7533773617639	-508.05348025949013	-507.6035122642269	-534.0672286334016
(0, 8, 1, 3)	-785.8854848839474	-533.0828961558576	-532.7562205467542	-531.6517142415496
(0, 8, 1, 4)	-879.6183803126567	-458.96376389458106	-488.84592318541485	-457.1463134432496
(0, 8, 1, 5)	-862.6539451735458	-501.73874059226426	-512.9114650681898	-535.655077478587
(0, 8, 1, 6)	0	0	0	0
(0, 8, 1, 7)	0	0	0	0
(0, 8, 1, 8)	-473.71314900000004	-145.19099921809521	-144.94845929686875	-144.8530308553648
(0, 8, 1, 9)	-1010.4298759969965	275.94668599972107	471.5267973071575	668.994836355655
(0, 8, 1, 10)	-414.01461000000006	530.3856876032137	-30.425762985135815	168.04667726727976
(0, 8, 1, 11)	-473.71314900000004	90.01828575477978	-68.50509220217513	-26.024955778181724
(0, 8, 1, 12)	-192.09000000000003	-19.388187581139857	-18.925657214379395	-18.771881803935894
(0, 8, 1, 13)	-101.10000000000001	-2.0912176614807	-11.908900000000003	-2.60928
(0, 8, 2, 0)	0	0	0	0
(0, 8, 2, 1)	-884.8078692820528	-559.1003266576007	-557.0380708951429	-559.086835664011
(0, 8, 2, 2)	-920.4548908870534	-536.0594467421574	-535.7536661062312	-539.2271937840757
(0, 8, 2, 3)	0	0	0	0
(0, 8, 2, 4)	-758.4922452589408	-439.4274304432201	-462.16741450072743	-463.7200316397857
(0, 8, 2, 5)	-782.8005565821458	-347.9379484754066	-380.94704075652635	-348.2828333530426
(0, 8, 2, 6)	0	0	0	0
(0, 8, 2, 7)	0	0	0	0
(0, 8, 2, 8)	-414.01461000000006	-141.34466812468116	-141.32328777134643	-165.02314370301477
(0, 8, 2, 9)	-575.7976506900001	-96.54611681077557	-136.42647019413556	68.78281773026035
(0, 8, 2, 10)	-192.09000000000003	-78.77685048661098	-78.7393099245671	-91.75405379124473
(0, 8, 2, 11)	-347.6829000000001	-116.47188567591235	-116.12729538950123	-121.19481710370557
(0, 8, 2, 12)	0	0	0	0
(0, 8, 2, 13)	0	0	0	0
(0, 8, 3, 0)	0	0	0	0
(0, 8, 3, 1)	-812.373371867174	-533.5462015706128	-531.9336316451434	-533.8325199246948
(0, 8, 3, 2)	-761.4754989276092	-521.0023198109052	-523.6063659326537	-519.1806598594551
(0, 8, 3, 3)	0	0	0	0
(0, 8, 3, 4)	-697.8546237764701	-422.8860856576271	-421.9614468694153	-422.3107897631568
(0, 8, 3, 5)	-728.3340204717849	-316.46335383071334	-321.92938616885334	-318.9159036031275
(0, 8, 3, 6)	0	0	0	0
(0, 8, 3, 7)	-693.7374873530101	-122.17835239257334	-120.96529401375979	-122.0648593844141
(0, 8, 3, 8)	-619.3178856210001	-138.77508443870113	-138.11459018633127	-170.70859006292355
(0, 8, 3, 9)	-473.71314900000004	-114.20308301817364	-126.94970953596828	-114.46664727293177
(0, 8, 3, 10)	-473.71314900000004	-62.24022214583452	-98.66203391038057	-68.57814819607896
(0, 8, 3, 11)	0	0	0	0
(0, 8, 3, 12)	0	0	0	0
(0, 8, 3, 13)	0	0	0	0
(0, 8, 4, 0)	0	0	0	0
(0, 8, 4, 1)	-788.9704131857488	-549.7048746719818	-547.8875709201299	-553.887588368451
(0, 8, 4, 2)	-896.8702356630288	-616.9169823049876	-618.7885107781847	-618.8590390722942
(0, 8, 4, 3)	0	0	0	0
(0, 8, 4, 4)	-807.6087186597421	-436.57852751378806	-435.52591457473176	-436.23872647028486
(0, 8, 4, 5)	-757.0006184246064	-231.6971055613671	-280.8422979803364	-230.74417549664065
(0, 8, 4, 6)	-726.8988795447469	-204.0994171726278	-203.75360743056564	-237.94779628814484
(0, 8, 4, 7)	-619.3178856210001	-150.87500530686225	-166.08386453884202	-151.17166994010122
(0, 8, 4, 8)	-693.7374873530101	-150.63792572891677	-172.8409700140956	-195.4475389647956
(0, 8, 4, 9)	-658.4860970589001	-137.59143527597604	-158.00947537981003	-136.1552909123254
(0, 8, 4, 10)	-693.7374873530101	-147.65728076407902	-146.81704259264944	-149.69245257158056
(0, 8, 4, 11)	0	0	0	0
(0, 8, 4, 12)	0	0	0	0
(0, 8, 4, 13)	0	0	0	0
(0, 8, 5, 0)	0	0	0	0
(0, 8, 5, 1)	0	0	0	0
(0, 8, 5, 2)	0	0	0	0
(0, 8, 5, 3)	0	0	0	0
(0, 8, 5, 4)	0	0	0	0
(0, 8, 5, 5)	0	0	0	0
(0, 8, 5, 6)	0	0	0	0
(0, 8, 5, 7)	0	0	0	0
(0, 8, 5, 8)	0	0	0	0
(0, 8, 5, 9)	0	0	0	0
(0, 8, 5, 10)	0	0	0	0
(0, 8, 5, 11)	0	0	0	0
(0, 8, 5, 12)	0	0	0	0
(0, 8, 5, 13)	0	0	0	0
(0, 9, 0, 0)	0	0	0	0
(0, 9, 0, 1)	0	0	0	0
(0, 9, 0, 2)	0	0	0	0
(0, 9, 0, 3)	0	0	0	0
(0, 9, 0, 4)	0	0	0	0
(0, 9, 0, 5)	0	0	0	0
(0, 9, 0, 6)	0	0	0	0
(0, 9, 0, 7)	0	0	0	0
(0, 9, 0, 8)	0	0	0	0
(0, 9, 0, 9)	0	0	0	0
(0, 9, 0, 10)	0	0	0	0
(0, 9, 0, 11)	0	0	0	0
(0, 9, 0, 12)	0	0	0	0
(0, 9, 0, 13)	0	0	0	0
(0, 9, 1, 0)	0	0	0	0
(0, 9, 1, 1)	-523.8955442260174	-524.6145621432162	-523.6982584609409	-523.402851288396
(0, 9, 1, 2)	-541.898084199952	-507.1653045446401	-507.10721037060284	-506.5208800619778
(0, 9, 1, 3)	-534.127214241213	-534.0416633776687	-533.2993765141375	-533.9293147940136
(0, 9, 1, 4)	-463.1899149330078	-464.3218234498356	-463.42785802785227	-463.1241130216907
(0, 9, 1, 5)	-538.2694760136839	-502.350421999357	-502.66893522295925	-503.3339908837089
(0, 9, 1, 6)	0	0	0	0
(0, 9, 1, 7)	0	0	0	0
(0, 9, 1, 8)	-149.422366809753	-152.43822919971285	-151.08785305491298	-152.21381007668074
(0, 9, 1, 9)	52.00231234275404	229.59930592928737	217.83608321630155	197.30402881080957
(0, 9, 1, 10)	414.8164008771896	367.00215932943604	463.4992928836039	683.9921242230222
(0, 9, 1, 11)	-20.16069627353021	203.2854502633354	115.06935863827063	543.4526898778718
(0, 9, 1, 12)	-23.64729523472593	286.60137389992644	-23.938335904633067	32.04480290692658
(0, 9, 1, 13)	-3.6963208	-3.5525874700475466	-3.5946035991	-3.2124191734700003
(0, 9, 2, 0)	0	0	0	0
(0, 9, 2, 1)	-595.2745895166238	-571.2759867267125	-569.250218783097	-568.1546194675426
(0, 9, 2, 2)	-531.2610864169021	-530.1720947731864	-529.7471973267088	-531.1449668072819
(0, 9, 2, 3)	0	0	0	0
(0, 9, 2, 4)	-445.3265787914385	-446.1313131344716	-445.1649997324631	-446.31679968417427
(0, 9, 2, 5)	-363.1657390843577	-365.9330403095239	-364.59470357765986	-365.23422542734914
(0, 9, 2, 6)	0	0	0	0
(0, 9, 2, 7)	0	0	0	0
(0, 9, 2, 8)	-139.2151209127095	-139.9239848038606	-139.334591159111	-139.3272893548277
(0, 9, 2, 9)	-134.64174376920474	-134.35799281156244	-134.08389792829934	-74.70884461239905
(0, 9, 2, 10)	-79.42476605792791	-78.7719837610112	-79.29622134257059	202.9863700642629
(0, 9, 2, 11)	-117.20144068925461	-116.83491736528678	-116.79088899876	-116.93350575554727
(0, 9, 2, 12)	0	0	0	0
(0, 9, 2, 13)	0	-0.8	0	0
(0, 9, 3, 0)	0	0	0	0
(0, 9, 3, 1)	-565.8545428382224	-537.8775242099628	-539.4572734350099	-539.521971720688
(0, 9, 3, 2)	-538.950629975362	-534.8012954263058	-535.9788028355089	-535.7163663986454
(0, 9, 3, 3)	0	0	0	0
(0, 9, 3, 4)	-421.70910324793823	-420.60256863629354	-420.667342763775	-422.7745289281137
(0, 9, 3, 5)	-322.0693172648391	-322.19815100657837	-321.76685682735246	-322.7038023395661
(0, 9, 3, 6)	0	0	0	0
(0, 9, 3, 7)	-125.66610844039297	-126.89043367718199	-126.05576375726474	-126.71062958267228
(0, 9, 3, 8)	-138.3954320869451	-139.0771934422033	-138.58782409710346	-138.88167462019777
(0, 9, 3, 9)	-145.70804253054132	-131.86381374657003	-132.01016043204325	-132.04001967841955
(0, 9, 3, 10)	-99.66219955484578	-78.88102098905146	-78.6684024282458	-79.01728960296212
(0, 9, 3, 11)	0	0	0	0
(0, 9, 3, 12)	0	0	0	0
(0, 9, 3, 13)	0	0	0	0
(0, 9, 4, 0)	0	0	0	0
(0, 9, 4, 1)	-548.8307752243842	-551.2755150561635	-549.2037479165099	-553.3200805911463
(0, 9, 4, 2)	-633.002623395704	-620.8872610828305	-620.6861010414915	-621.8764496543115
(0, 9, 4, 3)	0	0	0	0
(0, 9, 4, 4)	-440.6570237987099	-440.2299180460019	-440.46970381169626	-441.1523362796762
(0, 9, 4, 5)	-274.4327339264136	-249.05182856535492	-250.22698827291217	-248.13869033480253
(0, 9, 4, 6)	-208.0335682843601	-220.94468317074936	-221.0775636906976	-221.79516702467728
(0, 9, 4, 7)	-153.29228567863206	-154.0281117226994	-154.04297519248604	-153.90921995167426
(0, 9, 4, 8)	-194.71147918240064	-154.53520205301567	-153.57904116242352	-154.3342129580141
(0, 9, 4, 9)	-186.33543167735803	-151.30010723138153	-151.38914864547152	-151.64865775026013
(0, 9, 4, 10)	-204.31691732505058	-170.53655794062803	-170.20871213459068	-170.80157377312113
(0, 9, 4, 11)	0	0	0	0
(0, 9, 4, 12)	0	0	0	0
(0, 9, 4, 13)	0	0	0	0
(0, 9, 5, 0)	0	0	0	0
(0, 9, 5, 1)	0	0	0	0
(0, 9, 5, 2)	0	0	0	0
(0, 9, 5, 3)	0	0	0	0
(0, 9, 5, 4)	0	0	0	0
(0, 9, 5, 5)	0	0	0	0
(0, 9, 5, 6)	0	0	0	0
(0, 9, 5, 7)	0	0	0	0
(0, 9, 5, 8)	0	0	0	0
(0, 9, 5, 9)	0	0	0	0
(0, 9, 5, 10)	0	0	0	0
(0, 9, 5, 11)	0	0	0	0
(0, 9, 5, 12)	0	0	0	0
(0, 9, 5, 13)	0	0	0	0
(0, 10, 0, 0)	0	0	0	0
(0, 10, 0, 1)	0	0	0	0
(0, 10, 0, 2)	0	0	0	0
(0, 10, 0, 3)	0	0	0	0
(0, 10, 0, 4)	0	0	0	0
(0, 10, 0, 5)	0	0	0	0
(0, 10, 0, 6)	0	0	0	0
(0, 10, 0, 7)	0	0	0	0
(0, 10, 0, 8)	0	0	0	0
(0, 10, 0, 9)	0	0	0	0
(0, 10, 0, 10)	0	0	0	0
(0, 10, 0, 11)	0	0	0	0
(0, 10, 0, 12)	0	0	0	0
(0, 10, 0, 13)	0	0	0	0
(0, 10, 1, 0)	0	0	0	0
(0, 10, 1, 1)	-522.2426649679628	-518.6174973815362	-519.9470640662072	-520.3236433939956
(0, 10, 1, 2)	-503.5117504198147	-503.13225856257134	-503.87925706490523	-504.4713690430277
(0, 10, 1, 3)	-533.7378901614767	-533.4197584029746	-532.9633452980563	-533.2954489649128
(0, 10, 1, 4)	-463.15358233170116	-462.4149492964111	-462.65106794475275	-463.5174481852952
(0, 10, 1, 5)	-502.2863848524595	-501.3389872493958	-502.22312498460525	-501.13635737518985
(0, 10, 1, 6)	0	0	0	0
(0, 10, 1, 7)	0	0	0	0
(0, 10, 1, 8)	-152.25792019437188	-153.504779158089	-153.00521121422744	-153.921497316753
(0, 10, 1, 9)	230.6617002716067	240.08431482871703	231.9661439322661	231.66378297232782
(0, 10, 1, 10)	554.6673177366348	-35.65004446947862	-35.07927852955336	-36.62502423886257
(0, 10, 1, 11)	415.47226041124617	469.92729688976704	505.85005581374224	666.7733589578303
(0, 10, 1, 12)	-12.08359572307386	218.24502585694052	195.6040655105709	538.7920579945096
(0, 10, 1, 13)	-4.7742713991	-4.6140637748569056	62.26122518395603	649.4888905601972
(0, 10, 2, 0)	0	0	0	0
(0, 10, 2, 1)	-570.0168220237535	-568.6445217345646	-568.6778962963672	-568.8424169856628
(0, 10, 2, 2)	-528.6259807165776	-526.6463747513981	-527.9686288855775	-526.8340897454618
(0, 10, 2, 3)	0	0	0	0
(0, 10, 2, 4)	-444.4121520943711	-444.4251096628024	-444.04735940970926	-444.1056566708107
(0, 10, 2, 5)	-366.38663772920376	-365.2990256278089	-365.97378303164	-365.5888995997394
(0, 10, 2, 6)	0	0	0	0
(0, 10, 2, 7)	0	0	0	0
(0, 10, 2, 8)	-138.23873951610778	-136.17275747501424	-137.09224266814007	-137.02855610295018
(0, 10, 2, 9)	-134.33796027733442	-134.4074293040944	-134.07258227944337	-134.3855124429883
(0, 10, 2, 10)	-36.89079970841532	-78.15187813818581	-77.63344436131716	-78.03103961999632
(0, 10, 2, 11)	-117.86277898165541	-117.46694645659962	-117.24146701575714	-117.47083288139075
(0, 10, 2, 12)	0	0	0	0
(0, 10, 2, 13)	-0.9	-0.7000000000000001	-0.8891	-0.7000000000000001
(0, 10, 3, 0)	0	0	0	0
(0, 10, 3, 1)	-533.623130019977	-534.3790535914281	-533.101653705693	-534.2452249871687
(0, 10, 3, 2)	-532.899371345756	-530.653527726944	-532.0721027062592	-530.801635367196
(0, 10, 3, 3)	0	0	0	0
(0, 10, 3, 4)	-418.546932389676	-418.97630790954406	-418.51220693491246	-417.9350773138081
(0, 10, 3, 5)	-322.34600804831547	-321.96242467856877	-321.62458103959557	-321.1542695547008
(0, 10, 3, 6)	0	0	0	0
(0, 10, 3, 7)	-125.79815346111195	-126.19089096358394	-125.56034781232245	-126.83661462220125
(0, 10, 3, 8)	-137.59151241974047	-136.8752651297159	-137.81945291800113	-137.25203806695586
(0, 10, 3, 9)	-130.6389780342839	-130.89833497875776	-130.5784768683103	-131.2447656606944
(0, 10, 3, 10)	-78.66444899465952	-78.12075886844156	-77.67998188114504	-78.25949371392687
(0, 10, 3, 11)	0	0	0	0
(0, 10, 3, 12)	0	0	0	0
(0, 10, 3, 13)	0	0	0	-0.7000000000000001
(0, 10, 4, 0)	0	0	0	0
(0, 10, 4, 1)	-548.1457556121974	-547.5965551117646	-548.1915851534911	-548.7435966643624
(0, 10, 4, 2)	-617.9308823402697	-617.6760412212719	-616.5737567974697	-617.4785759829327
(0, 10, 4, 3)	0	0	0	0
(0, 10, 4, 4)	-441.260454329858	-441.6497577399027	-440.31420090066496	-440.3731974070661
(0, 10, 4, 5)	-246.21573350749384	-245.39481538868685	-246.1996224002907	-246.44179536792367
(0, 10, 4, 6)	-220.0233386108615	-219.6205753668755	-220.1375744118813	-221.2089033168616
(0, 10, 4, 7)	-153.16555486530643	-153.49998228981937	-153.59713258613812	-152.77072901324354
(0, 10, 4, 8)	-153.42904398435098	-153.86435624529267	-153.37998393315038	-153.71466018007283
(0, 10, 4, 9)	-150.37025149018152	-150.20375708685577	-150.2307719457461	-149.6159757982034
(0, 10, 4, 10)	-171.02701750271257	-171.24045255626945	-171.191966611517	-171.52578911089222
(0, 10, 4, 11)	0	0	0	0
(0, 10, 4, 12)	0	0	0	0
(0, 10, 4, 13)	0	0	0	0
(0, 10, 5, 0)	0	0	0	0
(0, 10, 5, 1)	0	0	0	0
(0, 10, 5, 2)	0	0	0	0
(0, 10, 5, 3)	0	0	0	0
(0, 10, 5, 4)	0	0	0	0
(0, 10, 5, 5)	0	0	0	0
(0, 10, 5, 6)	0	0	0	0
(0, 10, 5, 7)	0	0	0	0
(0, 10, 5, 8)	0	0	0	0
(0, 10, 5, 9)	0	0	0	0
(0, 10, 5, 10)	0	0	0	0
(0, 10, 5, 11)	0	0	0	0
(0, 10, 5, 12)	0	0	0	0
(0, 10, 5, 13)	0	0	0	0
(0, 11, 0, 0)	0	0	0	0
(0, 11, 0, 1)	0	0	0	0
(0, 11, 0, 2)	0	0	0	0
(0, 11, 0, 3)	0	0	0	0
(0, 11, 0, 4)	0	0	0	0
